OrderID,OrderDate,CustomerID,ProductID,Quantity,Discount,UnitPrice,CostPrice,SalesAmount,Profit,Region,OrderStatus
ORD05015,2024-01-07,CUST0654,P0101,1,0.1,51632.3,38843.18,46469.07,7625.89,South,Completed
ORD00037,2024-01-08,CUST0972,P0181,4,0.05,8670.4,5624.95,32947.52,10447.72,West,Completed
ORD05659,2024-01-08,CUST0756,P0065,1,0.05,21598.4,14583.7,20518.48,5934.78,North,Completed
ORD02048,2024-01-08,CUST0794,P0117,2,0.1,62915.52,50890.59,113247.94,11466.76,West,Completed
ORD08541,2024-01-08,CUST0276,P0185,3,0.05,76508.26,54062.35,218048.54,55861.49,South,Completed
ORD06765,2024-01-08,CUST0516,P0037,1,0.1,58358.81,45854.58,52522.93,6668.35,East,Completed
ORD05931,2024-01-08,CUST0747,P0113,5,0.0,26426.25,19479.69,132131.25,34732.8,West,Completed
ORD02777,2024-01-08,CUST0689,P0103,1,0.05,585.19,454.75,555.93,101.18,East,Completed
ORD09028,2024-01-08,CUST0687,P0096,1,0.0,22714.55,15565.72,22714.55,7148.83,East,Completed
ORD07876,2024-01-09,CUST0394,P0159,2,0.2,54205.42,36083.24,86728.67,14562.19,South,Completed
ORD08381,2024-01-09,CUST0129,P0053,3,0.1,422.63,329.18,1141.1,153.56,West,Completed
ORD09618,2024-01-09,CUST0531,P0112,5,0.0,20043.19,13117.75,100215.95,34627.2,South,Completed
ORD06467,2024-01-09,CUST0719,P0175,1,0.05,791.76,614.23,752.17,137.94,West,Completed
ORD08646,2024-01-09,CUST0476,P0024,3,0.15,792.84,470.21,2021.74,611.11,South,Completed
ORD05599,2024-01-09,CUST0709,P0190,1,0.0,2296.71,1653.27,2296.71,643.44,North,Completed
ORD07493,2024-01-09,CUST0599,P0111,2,0.05,32818.12,23699.05,62354.43,14956.33,West,Completed
ORD07454,2024-01-09,CUST0607,P0078,2,0.1,66750.32,43644.61,120150.58,32861.36,South,Completed
ORD00606,2024-01-09,CUST0271,P0173,1,0.0,4259.82,3133.66,4259.82,1126.16,East,Completed
ORD08918,2024-01-09,CUST0277,P0048,1,0.15,1114.29,876.19,947.15,70.96,West,Completed
ORD02085,2024-01-09,CUST0364,P0032,2,0.1,39614.35,24714.41,71305.83,21877.01,North,Completed
ORD08123,2024-01-09,CUST0838,P0110,5,0.1,30098.59,20298.4,135443.66,33951.66,West,Completed
ORD09606,2024-01-09,CUST0617,P0151,3,0.1,5830.9,4665.5,15743.43,1746.93,South,Completed
ORD00176,2024-01-09,CUST0924,P0006,1,0.15,51610.25,30768.51,43868.71,13100.2,South,Cancelled
ORD06832,2024-01-09,CUST0969,P0135,3,0.05,644.55,462.91,1836.97,448.24,East,Completed
ORD05186,2024-01-09,CUST0124,P0092,1,0.0,41737.72,32410.53,41737.72,9327.19,North,Pending
ORD00423,2024-01-09,CUST0992,P0056,2,0.0,312.97,191.98,625.94,241.98,East,Completed
ORD04058,2024-01-09,CUST0802,P0104,4,0.05,22437.82,18159.1,85263.72,12627.32,West,Cancelled
ORD04566,2024-01-09,CUST0235,P0094,1,0.0,77812.86,47690.34,77812.86,30122.52,East,Completed
ORD04019,2024-01-09,CUST0920,P0015,2,0.0,18890.43,14292.88,37780.86,9195.1,West,Completed
ORD02570,2024-01-10,CUST0857,P0172,3,0.0,53066.45,36105.87,159199.35,50881.74,South,Completed
ORD06385,2024-01-10,CUST0398,P0187,3,0.05,184.91,120.68,526.99,164.95,West,Completed
ORD08212,2024-01-10,CUST0778,P0050,5,0.1,8890.7,6907.47,40008.15,5470.8,East,Completed
ORD07209,2024-01-10,CUST0054,P0017,3,0.15,17284.69,10596.05,44075.96,12287.81,East,Completed
ORD07596,2024-01-10,CUST0464,P0006,2,0.05,51610.25,30768.51,98059.48,36522.46,East,Cancelled
ORD06432,2024-01-10,CUST0915,P0160,1,0.0,680.29,502.6,680.29,177.69,East,Completed
ORD09079,2024-01-10,CUST0628,P0149,1,0.1,2427.19,1691.68,2184.47,492.79,North,Completed
ORD04836,2024-01-10,CUST0020,P0125,1,0.15,3155.85,2083.96,2682.47,598.51,West,Completed
ORD09531,2024-01-10,CUST0730,P0040,1,0.05,568.55,361.32,540.12,178.8,East,Completed
ORD02881,2024-01-10,CUST0573,P0077,1,0.1,50047.7,37709.36,45042.93,7333.57,North,Cancelled
ORD09139,2024-01-10,CUST0741,P0055,5,0.15,6422.29,4812.56,27294.73,3231.93,South,Completed
ORD01072,2024-01-10,CUST0358,P0079,2,0.0,409.51,310.64,819.02,197.74,North,Completed
ORD09051,2024-01-10,CUST0175,P0114,1,0.05,16683.02,10299.86,15848.87,5549.01,West,Completed
ORD02724,2024-01-11,CUST0827,P0158,1,0.05,33125.35,22293.09,31469.08,9175.99,West,Completed
ORD02600,2024-01-11,CUST0407,P0146,2,0.05,11482.27,8693.26,21816.31,4429.79,South,Pending
ORD03513,2024-01-11,CUST0996,P0039,2,0.05,1717.54,1277.52,3263.33,708.29,South,Completed
ORD08745,2024-01-11,CUST0493,P0136,3,0.05,3029.54,2200.52,8634.19,2032.63,East,Completed
ORD03606,2024-01-11,CUST0139,P0076,4,0.15,20055.1,12211.29,68187.34,19342.18,West,Completed
ORD08601,2024-01-11,CUST0289,P0059,2,0.1,1247.06,804.27,2244.71,636.17,West,Completed
ORD00597,2024-01-11,CUST0715,P0092,2,0.0,41737.72,32410.53,83475.44,18654.38,South,Completed
ORD05251,2024-01-11,CUST0476,P0045,2,0.0,2217.01,1355.93,4434.02,1722.16,South,Completed
ORD09431,2024-01-11,CUST0592,P0138,4,0.0,30903.45,21958.56,123613.8,35779.56,South,Completed
ORD02536,2024-01-11,CUST0626,P0145,1,0.15,360.46,274.8,306.39,31.59,South,Completed
ORD09701,2024-01-11,CUST0743,P0052,4,0.15,7440.54,4865.29,25297.84,5836.68,North,Completed
ORD06636,2024-01-11,CUST0477,P0065,1,0.15,21598.4,14583.7,18358.64,3774.94,East,Completed
ORD00568,2024-01-12,CUST0081,P0145,1,0.0,360.46,274.8,360.46,85.66,East,Completed
ORD07386,2024-01-12,CUST0896,P0076,1,0.2,20055.1,12211.29,16044.08,3832.79,South,Pending
ORD06163,2024-01-12,CUST0298,P0141,4,0.05,1748.75,1100.65,6645.25,2242.65,West,Completed
ORD01563,2024-01-12,CUST0169,P0095,1,0.1,9513.49,6495.4,8562.14,2066.74,West,Completed
ORD06423,2024-01-12,CUST0683,P0164,3,0.0,8324.94,6438.05,24974.82,5660.67,North,Completed
ORD00269,2024-01-12,CUST0863,P0164,2,0.05,8324.94,6438.05,15817.39,2941.29,South,Completed
ORD08211,2024-01-12,CUST0259,P0042,2,0.0,10683.47,6548.45,21366.94,8270.04,South,Completed
ORD00730,2024-01-12,CUST0783,P0200,1,0.15,37954.59,28614.99,32261.4,3646.41,East,Completed
ORD04005,2024-01-12,CUST0836,P0178,5,0.1,4042.35,3098.18,18190.58,2699.68,West,Completed
ORD06469,2024-01-12,CUST0099,P0087,1,0.1,11879.48,8267.83,10691.53,2423.7,South,Completed
ORD08137,2024-01-12,CUST0659,P0029,1,0.2,1310.65,844.84,1048.52,203.68,East,Cancelled
ORD08059,2024-01-12,CUST0318,P0152,1,0.05,5896.48,4498.55,5601.66,1103.11,West,Completed
ORD01385,2024-01-13,CUST0682,P0092,3,0.1,41737.72,32410.53,112691.84,15460.25,West,Completed
ORD01366,2024-01-13,CUST0813,P0008,1,0.0,68633.55,51583.32,68633.55,17050.23,East,Completed
ORD02354,2024-01-13,CUST0367,P0040,3,0.0,568.55,361.32,1705.65,621.69,North,Completed
ORD01879,2024-01-13,CUST0649,P0037,2,0.1,58358.81,45854.58,105045.86,13336.7,East,Completed
ORD05589,2024-01-13,CUST0641,P0165,1,0.1,728.57,514.38,655.71,141.33,North,Pending
ORD08279,2024-01-13,CUST0509,P0044,1,0.1,59463.82,38619.72,53517.44,14897.72,West,Completed
ORD07154,2024-01-13,CUST0945,P0132,1,0.2,235.21,163.03,188.17,25.14,West,Completed
ORD06383,2024-01-13,CUST0966,P0164,2,0.1,8324.94,6438.05,14984.89,2108.79,West,Completed
ORD03740,2024-01-13,CUST0662,P0115,1,0.1,9526.21,7338.52,8573.59,1235.07,East,Completed
ORD02445,2024-01-14,CUST0405,P0077,3,0.2,50047.7,37709.36,120114.48,6986.4,South,Completed
ORD02379,2024-01-14,CUST0289,P0026,1,0.0,53440.86,40308.66,53440.86,13132.2,West,Completed
ORD02983,2024-01-14,CUST0995,P0179,1,0.15,12818.17,8758.44,10895.44,2137.0,East,Completed
ORD09209,2024-01-14,CUST0935,P0083,4,0.05,374.27,289.15,1422.23,265.63,North,Completed
ORD02920,2024-01-14,CUST0514,P0176,2,0.05,9388.62,6512.18,17838.38,4814.02,East,Completed
ORD04592,2024-01-14,CUST0300,P0173,2,0.0,4259.82,3133.66,8519.64,2252.32,North,Completed
ORD06971,2024-01-14,CUST0678,P0190,2,0.1,2296.71,1653.27,4134.08,827.54,East,Completed
ORD09254,2024-01-14,CUST0834,P0172,3,0.1,53066.45,36105.87,143279.41,34961.8,East,Completed
ORD02901,2024-01-14,CUST0961,P0016,2,0.05,20196.29,11952.43,38372.95,14468.09,North,Cancelled
ORD08571,2024-01-14,CUST0382,P0008,3,0.05,68633.55,51583.32,195605.62,40855.66,North,Completed
ORD01095,2024-01-14,CUST0498,P0083,1,0.0,374.27,289.15,374.27,85.12,West,Completed
ORD03424,2024-01-14,CUST0982,P0139,1,0.15,26827.4,18117.75,22803.29,4685.54,East,Completed
ORD08264,2024-01-14,CUST0255,P0186,2,0.05,36288.91,28203.52,68948.93,12541.89,South,Completed
ORD01094,2024-01-14,CUST0031,P0131,1,0.05,896.08,597.69,851.28,253.59,South,Completed
ORD03447,2024-01-15,CUST0909,P0015,3,0.0,18890.43,14292.88,56671.29,13792.65,East,Completed
ORD04183,2024-01-15,CUST0287,P0180,2,0.15,23838.69,16889.32,40525.77,6747.13,South,Completed
ORD01461,2024-01-15,CUST0311,P0197,1,0.1,15133.72,11886.63,13620.35,1733.72,North,Completed
ORD07670,2024-01-15,CUST0608,P0196,1,0.15,385.78,231.62,327.91,96.29,West,Completed
ORD01980,2024-01-15,CUST0021,P0063,4,0.05,12786.65,8472.2,48589.27,14700.47,North,Completed
ORD06847,2024-01-15,CUST0732,P0169,1,0.1,12339.56,8305.1,11105.6,2800.5,East,Completed
ORD07121,2024-01-15,CUST0738,P0180,2,0.05,23838.69,16889.32,45293.51,11514.87,South,Completed
ORD07257,2024-01-15,CUST0270,P0146,2,0.0,11482.27,8693.26,22964.54,5578.02,West,Completed
ORD06687,2024-01-15,CUST0712,P0153,4,0.1,318.53,240.18,1146.71,185.99,West,Completed
ORD06627,2024-01-15,CUST0056,P0108,1,0.1,673.74,534.39,606.37,71.98,North,Completed
ORD02798,2024-01-15,CUST0605,P0157,3,0.1,1290.11,764.14,3483.3,1190.88,West,Completed
ORD00382,2024-01-15,CUST0044,P0023,1,0.0,29957.89,23747.89,29957.89,6210.0,North,Completed
ORD07754,2024-01-15,CUST0948,P0162,1,0.1,46811.03,27452.25,42129.93,14677.68,South,Completed
ORD02462,2024-01-15,CUST0969,P0021,1,0.2,6878.25,5112.71,5502.6,389.89,East,Cancelled
ORD02593,2024-01-16,CUST0204,P0199,4,0.05,404.58,321.41,1537.4,251.76,North,Completed
ORD09709,2024-01-16,CUST0912,P0154,2,0.0,693.93,462.98,1387.86,461.9,East,Cancelled
ORD06138,2024-01-16,CUST0513,P0084,3,0.2,52737.3,39276.81,126569.52,8739.09,North,Completed
ORD00604,2024-01-16,CUST0252,P0159,3,0.1,54205.42,36083.24,146354.63,38104.91,West,Completed
ORD06127,2024-01-16,CUST0547,P0044,1,0.05,59463.82,38619.72,56490.63,17870.91,South,Completed
ORD06729,2024-01-16,CUST0408,P0157,4,0.0,1290.11,764.14,5160.44,2103.88,East,Completed
ORD04937,2024-01-16,CUST0689,P0085,2,0.1,73872.61,56554.21,132970.7,19862.28,East,Completed
ORD04433,2024-01-16,CUST0772,P0019,3,0.1,27844.42,18931.51,75179.93,18385.4,West,Completed
ORD04555,2024-01-16,CUST0817,P0120,1,0.0,57866.38,42176.37,57866.38,15690.01,West,Completed
ORD05107,2024-01-16,CUST0579,P0169,3,0.0,12339.56,8305.1,37018.68,12103.38,North,Completed
ORD06316,2024-01-17,CUST0680,P0036,2,0.0,1008.83,797.09,2017.66,423.48,South,Pending
ORD02476,2024-01-17,CUST0164,P0199,2,0.1,404.58,321.41,728.24,85.42,East,Completed
ORD08485,2024-01-17,CUST0723,P0169,2,0.0,12339.56,8305.1,24679.12,8068.92,West,Completed
ORD00243,2024-01-17,CUST0042,P0146,1,0.05,11482.27,8693.26,10908.16,2214.9,South,Pending
ORD00679,2024-01-17,CUST0279,P0157,2,0.0,1290.11,764.14,2580.22,1051.94,West,Completed
ORD05030,2024-01-17,CUST0553,P0002,3,0.0,6203.85,4038.58,18611.55,6495.81,East,Completed
ORD05453,2024-01-17,CUST0695,P0070,2,0.0,56679.56,41863.05,113359.12,29633.02,North,Completed
ORD09108,2024-01-17,CUST0327,P0177,2,0.1,783.92,493.62,1411.06,423.82,West,Completed
ORD09329,2024-01-17,CUST0284,P0057,2,0.1,911.67,722.71,1641.01,195.59,West,Completed
ORD02739,2024-01-17,CUST0983,P0189,1,0.15,38312.77,25713.12,32565.85,6852.73,South,Completed
ORD03269,2024-01-17,CUST0201,P0195,4,0.0,15240.21,11813.53,60960.84,13706.72,West,Completed
ORD01948,2024-01-17,CUST0531,P0107,3,0.0,72638.94,50890.24,217916.82,65246.1,South,Completed
ORD03350,2024-01-17,CUST0783,P0084,3,0.2,52737.3,39276.81,126569.52,8739.09,East,Completed
ORD07177,2024-01-17,CUST0013,P0061,3,0.05,49224.25,33194.34,140289.11,40706.09,East,Completed
ORD02561,2024-01-17,CUST0741,P0019,1,0.15,27844.42,18931.51,23667.76,4736.25,South,Completed
ORD03052,2024-01-17,CUST0455,P0120,2,0.1,57866.38,42176.37,104159.48,19806.74,North,Completed
ORD08784,2024-01-18,CUST0475,P0024,2,0.0,792.84,470.21,1585.68,645.26,West,Completed
ORD05422,2024-01-18,CUST0250,P0106,2,0.0,526.46,370.01,1052.92,312.9,North,Completed
ORD05103,2024-01-18,CUST0769,P0037,1,0.15,58358.81,45854.58,49604.99,3750.41,South,Completed
ORD03629,2024-01-18,CUST0508,P0080,4,0.05,67342.32,40846.14,255900.82,92516.26,West,Completed
ORD04169,2024-01-18,CUST0986,P0186,2,0.05,36288.91,28203.52,68948.93,12541.89,South,Completed
ORD04116,2024-01-18,CUST0731,P0007,1,0.15,8223.62,4942.96,6990.08,2047.12,North,Completed
ORD04002,2024-01-18,CUST0101,P0117,1,0.0,62915.52,50890.59,62915.52,12024.93,East,Completed
ORD09674,2024-01-18,CUST0556,P0177,1,0.05,783.92,493.62,744.72,251.1,North,Completed
ORD06876,2024-01-18,CUST0913,P0152,3,0.1,5896.48,4498.55,15920.5,2424.85,North,Completed
ORD06198,2024-01-18,CUST0069,P0074,1,0.0,40981.75,23771.65,40981.75,17210.1,West,Completed
ORD00310,2024-01-18,CUST0864,P0038,1,0.05,25137.53,20080.78,23880.65,3799.87,South,Completed
ORD03296,2024-01-18,CUST0987,P0022,3,0.0,68945.25,50670.94,206835.75,54822.93,North,Completed
ORD02335,2024-01-18,CUST0022,P0124,1,0.0,38907.93,29071.02,38907.93,9836.91,West,Cancelled
ORD07850,2024-01-19,CUST0377,P0191,2,0.1,8442.75,6441.23,15196.95,2314.49,South,Completed
ORD05088,2024-01-19,CUST0288,P0047,4,0.0,1004.63,793.19,4018.52,845.76,South,Completed
ORD03022,2024-01-19,CUST0390,P0096,1,0.15,22714.55,15565.72,19307.37,3741.65,North,Completed
ORD05703,2024-01-19,CUST0468,P0126,1,0.05,41856.24,33581.85,39763.43,6181.58,North,Completed
ORD05205,2024-01-19,CUST0776,P0070,1,0.0,56679.56,41863.05,56679.56,14816.51,East,Completed
ORD03622,2024-01-19,CUST0940,P0182,2,0.05,15590.28,12172.38,29621.53,5276.77,West,Completed
ORD05596,2024-01-19,CUST0468,P0061,2,0.1,49224.25,33194.34,88603.65,22214.97,North,Completed
ORD00721,2024-01-19,CUST0710,P0155,1,0.05,9808.49,7104.6,9318.07,2213.47,West,Completed
ORD03444,2024-01-19,CUST0584,P0127,2,0.1,37425.34,27064.21,67365.61,13237.19,North,Completed
ORD03218,2024-01-19,CUST0713,P0198,2,0.1,715.13,510.57,1287.23,266.09,West,Completed
ORD07951,2024-01-19,CUST0017,P0053,3,0.1,422.63,329.18,1141.1,153.56,South,Pending
ORD09591,2024-01-19,CUST0493,P0033,4,0.1,54569.41,31985.14,196449.88,68509.32,East,Completed
ORD04729,2024-01-19,CUST0573,P0044,2,0.1,59463.82,38619.72,107034.88,29795.44,North,Completed
ORD03641,2024-01-20,CUST0410,P0197,1,0.15,15133.72,11886.63,12863.66,977.03,East,Completed
ORD02598,2024-01-20,CUST0752,P0146,2,0.05,11482.27,8693.26,21816.31,4429.79,East,Completed
ORD02679,2024-01-20,CUST0976,P0081,4,0.05,11112.68,6733.47,42228.18,15294.3,East,Completed
ORD06216,2024-01-20,CUST0293,P0015,5,0.05,18890.43,14292.88,89729.54,18265.14,West,Completed
ORD06450,2024-01-20,CUST0900,P0196,4,0.1,385.78,231.62,1388.81,462.33,South,Completed
ORD03122,2024-01-20,CUST0324,P0010,1,0.2,16072.59,10816.67,12858.07,2041.4,East,Completed
ORD07586,2024-01-20,CUST0439,P0075,1,0.15,6740.18,4364.5,5729.15,1364.65,West,Completed
ORD04551,2024-01-20,CUST0123,P0028,5,0.15,1126.53,825.36,4787.75,660.95,North,Completed
